Txn_id,Merch_id,Trans_date,Amount,Card_num,Business_unit
FR1608916075057BWXEITEGVO14,100000,2015-01-02,$2869.39,3540000430832615,1000
DK3832582466579001,100000,2015-03-16,$3231.98,3540000430832618,1002
HU25963424776933890736651389,99993,2015-04-23,$1532.65,3540000430832640,1001
PT58275397508386994611701,99996,2015-05-25,$8722.70,3540000430832645,1000
GB76BZVQ81352436286570,99996,2015-05-11,$6445.13,3540000430832652,1000
GE46PN6323802999018336,99997,2015-04-10,$4377.12,3540000430832603,1000
FR332256657668QM1QQTPLURE97,99994,2015-04-07,$766.57,3540000430832620,1000
SA3317HSX7QFX2J1AIQMUKG1,99999,2015-02-28,$6275.18,3540000430832650,1000
SA37007BBBYRH0HIZHE3MPEP,99996,2015-02-20,$6657.00,3540000430832637,1005
FR427400960229JXACNQTWWHS39,99993,2015-01-02,$4881.44,3540000430832613,1001
ES0768687579374551261405,99996,2015-02-19,$1213.75,3540000430832652,1005
FR644091779090BZBIJ2CZ0XP89,99997,2015-04-18,$7596.71,3540000430832606,1001
KZ520485O45MRHRLZISQ,99998,2015-01-02,$8299.34,3540000430832644,1004
NO3130447148092,100000,2015-04-11,$6194.90,3540000430832632,1001
BR8975983966132636114531687DM,99998,2015-02-07,$3069.56,3540000430832647,1004
GE33DA3597920335068907,99998,2015-04-04,$6458.93,3540000430832610,1005
CH4290076N6SUSOGWWBZS,99995,2015-04-04,$8676.45,3540000430832622,1000
FR059087416084YYIUZQHGNX519,99994,2015-01-22,$3139.96,3540000430832651,1004
KW52EHQZAFO9RIW8ZEFC4SVBK3TLVK,99999,2015-03-06,$4931.04,3540000430832617,1005
BA623413003063872600,99997,2015-01-09,$5609.10,3540000430832616,1004
TR5155471KAUCOJITFXZFHFT6X,100000,2015-01-07,$8042.99,3540000430832612,1002
FR391372697022ZMUAGSJEESM90,100000,2015-05-20,$4436.24,3540000430832642,1001
CZ4313804154789633231697,99993,2015-04-26,$7502.03,3540000430832612,1001
FR053437770740NUVUIPVYNW094,99995,2015-01-16,$7214.59,3540000430832659,1005
SE7599230698133126112587,99993,2015-03-19,$967.73,3540000430832656,1005
BH21SSNDPMU3PFXYMIDZME,99995,2015-01-20,$2655.47,3540000430832607,1002
ME41398752732875689829,99995,2015-05-27,$5755.62,3540000430832619,1004
FR251142188833ZDT0GEHJMWM17,99996,2015-03-05,$3747.66,3540000430832608,1002
CH559784281W7UGANTVDV,100000,2015-05-15,$4849.67,3540000430832608,1005
EE976345621585283132,99993,2015-03-17,$636.48,3540000430832628,1004
FR063990842982Q7JAPNTI6EY88,99996,2015-04-18,$1474.97,3540000430832631,1001
FR505426285216B8MQ8BCVEDP07,100000,2015-01-10,$2434.81,3540000430832658,1004
GB36QWMF40601143640432,99997,2015-03-12,$7138.24,3540000430832608,1000
IE57VQDC88339097737929,99998,2015-03-25,$4405.33,3540000430832658,1003
LU50321RAH3AEROPZEAS,99997,2015-04-26,$1515.07,3540000430832642,1005
AD3718363049RREVAJCQYVE3,99993,2015-03-22,$7925.46,3540000430832641,1005
KW05YZPGWAITZGX9GTDBWOBOVQJYCG,99993,2015-05-15,$6733.15,3540000430832659,1001
MR5420834222352257582695213,99995,2015-04-29,$6008.76,3540000430832656,1005
SM19P99980414588YKO194A7VRD,100000,2015-02-06,$8211.27,3540000430832622,1002
MC392269268260OVAUNLCONU513,99995,2015-03-21,$5915.98,3540000430832622,1001
TN8132200587579314674135,99993,2015-02-21,$3119.09,3540000430832611,1002
ME97272676548566598527,99996,2015-01-12,$6246.69,3540000430832603,1002
KW62BQXGEHZZSF3XQRG0VHKKVLUCWM,99996,2015-03-03,$2956.25,3540000430832607,1002
FR799690870187VNM2R7NKY2R08,99995,2015-03-08,$6344.11,3540000430832655,1005
HU92532476082530323338604798,99998,2015-03-07,$3560.03,3540000430832609,1005
SA79770SVYRIIXZCOX6Q8PAK,99996,2015-04-12,$4779.55,3540000430832607,1004
AZ89HTYRIKG3VBY396MLVZEZBU2C,99995,2015-04-11,$3827.70,3540000430832658,1004
FR827763385837ARE7WMJD1CK05,99993,2015-04-29,$4993.36,3540000430832623,1004
ME91295601480156248848,99994,2015-03-27,$8126.35,3540000430832615,1004
AT969081674824133568,99997,2015-03-08,$5557.11,3540000430832651,1001
FR204912220034LYK1CRZXC9V59,99997,2015-01-05,$581.80,3540000430832625,1004
MK27981BJJSEK9XEJ66,99993,2015-01-14,$3734.49,3540000430832653,1001
RO28CQYXHK4CE3UDLBSNHVVK,99995,2015-04-03,$2230.84,3540000430832616,1001
FR143899516465BPVIUVI7EBW99,100000,2015-01-26,$4309.02,3540000430832646,1001
PT83502198703447668967327,99999,2015-03-25,$4480.61,3540000430832615,1005
GL2791160282502778,99996,2015-05-13,$8099.10,3540000430832626,1001
ME95999233011947641947,99995,2015-03-17,$3905.46,3540000430832635,1002
HR3128648297318712696,99994,2015-05-05,$4394.88,3540000430832616,1005
FR106653316545KBSGDN4WIAV44,99998,2015-04-07,$8101.85,3540000430832655,1000
FR036410897936B2IJ2XB28BN14,99994,2015-02-11,$8081.78,3540000430832607,1002
IT36F2710962716N4BF2KNUNX9A,100000,2015-01-08,$4385.85,3540000430832605,1004
HU68391480927305274432339202,99999,2015-05-19,$4734.68,3540000430832644,1002
LU29926SKQYJRY2UPKSJ,99998,2015-05-02,$465.68,3540000430832624,1003
CY9030132158GTAHBL2AI4OO1CFF,99999,2015-02-05,$7249.42,3540000430832602,1004
GI08GLARYIY2GW6UEKAUINY,99994,2015-01-05,$8717.13,3540000430832645,1001
AD852812773765XWN4GNPG9M,99996,2015-05-03,$2835.43,3540000430832621,1001
LB786737LEW87WFPGQNNLKSCTIFX,99994,2015-04-13,$6816.62,3540000430832645,1000
HU32838568770164074233797520,99995,2015-02-18,$6348.94,3540000430832638,1004
FR3470968049767AO6F1NI5EK49,99997,2015-03-30,$7388.66,3540000430832635,1004
BA540693347836446072,99999,2015-04-01,$6536.59,3540000430832620,1003
RO12FMTWGGHHMDVUY0H1W0WP,99996,2015-03-04,$1726.36,3540000430832618,1003
EE720686547860842438,99996,2015-02-24,$6025.03,3540000430832623,1005
EE389375657285678793,99997,2015-03-19,$1355.90,3540000430832618,1002
FR947518992328JBPAMVKIQHI77,99994,2015-01-27,$4599.13,3540000430832644,1004
KW89YIYPNUC9TF66XZV9SGTXXOMUMI,99994,2015-02-19,$666.64,3540000430832632,1004
LB544414JBXECIXGB2ALGSXEX6L9,99994,2015-02-17,$8188.30,3540000430832641,1000
DO68RVUN64140655785163136579,99996,2015-01-21,$7917.70,3540000430832658,1004
PK06UPAACV80KYAZMFGR8M5F,99999,2015-04-05,$6945.27,3540000430832646,1003
MD90VSYAPLSIBRL3RJ0NDJE6,99997,2015-03-13,$1890.25,3540000430832654,1002
AL3119742886M3BEOVR8VDTZIDQ2,100000,2015-02-28,$3792.77,3540000430832602,1005
GT17BKDJ9YQIMOHGHY9LDKM64PVP,100000,2015-01-10,$7630.29,3540000430832629,1004
NO3263865883148,99996,2015-01-16,$1121.72,3540000430832656,1002
KW97XWETDQ4YKB70MH9L9H8URVFPJX,99997,2015-02-22,$986.74,3540000430832649,1001
FR884566889963HLQDLNMBIRP63,100000,2015-02-20,$8151.54,3540000430832656,1003
CY1891541697EEVMLBMZFAUABD7Q,99993,2015-03-29,$8200.83,3540000430832640,1000
FR818832894477DHESFK7ZXPD71,99994,2015-02-21,$690.70,3540000430832607,1003
CR3819284773229681926,99998,2015-04-26,$4622.33,3540000430832634,1005
RO40JWZO6G0SLPH3IOIZCYU6,99994,2015-03-28,$5834.71,3540000430832655,1001
MT07FOWD76063EYJHVUBKRWAGD3ZUTB,99994,2015-01-27,$2654.53,3540000430832613,1000
LB690177E0GMJFHR4EN1JGRWGYQG,99994,2015-05-19,$4864.70,3540000430832622,1002
VG09BSZB2103279853304438,100000,2015-04-24,$6739.50,3540000430832634,1002
CR0943173571581896809,99997,2015-03-18,$3662.39,3540000430832642,1001
BE76757510125287,99994,2015-05-13,$2300.85,3540000430832624,1005
MT82OFDJ03427UBYF4XF6PEWM0P48JY,99999,2015-02-18,$3947.38,3540000430832606,1002
LB867352JXJUZRJYKW1ZHY2XYETT,99996,2015-05-07,$3421.73,3540000430832601,1000
FR914956041005KT11TOPBQLM68,100000,2015-05-19,$845.71,3540000430832610,1002
LT040124523606827925,99993,2015-01-27,$7883.15,3540000430832618,1001
LV23RJPUGL5SPZCIPQ48F,99995,2015-04-04,$3347.74,3540000430832610,1001
EE486114273679725741,99997,2015-03-21,$1193.00,3540000430832649,1001
SK9037805399322241922816,99999,2015-01-02,$2338.98,3540000430832646,1000
LI1247037FLA579JUJGEQ,99994,2015-04-03,$1239.31,3540000430832636,1004
AL87463641989SVMHFYJ3YTBURSD,99998,2015-01-08,$5555.65,3540000430832609,1001
LT187892678822886399,99997,2015-04-20,$590.14,3540000430832622,1005
NL94GBCY3017410626,99993,2015-03-17,$1662.85,3540000430832612,1001
PK14TGTTWZUWCGA1HEAT5HYP,99993,2015-04-16,$1551.53,3540000430832646,1005
KZ23828SULJF2HCOZIFB,99995,2015-05-02,$6571.58,3540000430832603,1002
GT70UX5UUVYVQKT2DOFYJDXSSS0H,99997,2015-05-18,$5870.36,3540000430832626,1001
MC126502736434S6EXUEWGYPF43,99994,2015-05-29,$1780.69,3540000430832658,1002
AE175213793738049817424,99996,2015-04-10,$6026.93,3540000430832653,1002
PT89225823016442473282434,99995,2015-03-15,$8176.66,3540000430832639,1002
MK48401FUBCAEPKTG77,99994,2015-04-17,$1990.75,3540000430832653,1003
KZ07127ICFQHM4OIHQNG,99994,2015-05-04,$1513.58,3540000430832611,1001
HU26535405484263394097201583,99999,2015-02-05,$8267.65,3540000430832609,1005
BA636106051382340269,99994,2015-02-16,$7287.37,3540000430832611,1002
HU31281211966016055445245649,100000,2015-02-08,$3151.04,3540000430832620,1002
AD8019831588YW76GOAFYQWT,99999,2015-03-25,$2479.76,3540000430832617,1001
RS22765515215633773721,99994,2015-02-21,$7133.86,3540000430832647,1004
AD7300743792OPJCVVK8NLED,100000,2015-01-22,$3895.42,3540000430832613,1003
MC564214516881DCOM8BDFYOS33,99993,2015-01-05,$8643.82,3540000430832606,1000
NL74MAPT9866772904,99997,2015-05-20,$1635.39,3540000430832621,1001
MD30XZPE62AJYFJ4M9CHIXLM,99993,2015-01-15,$5019.24,3540000430832630,1002
KZ863191LZ1NIHLPV4ZB,99995,2015-03-23,$8384.19,3540000430832651,1005
LV50QCAWQ5X4GC4ZSCDJX,99997,2015-05-06,$6531.17,3540000430832630,1000
PK39ZQPSDR5HENY4O1GLKSI9,99995,2015-04-13,$2754.76,3540000430832622,1001
FI3257683323473116,99994,2015-02-28,$7706.05,3540000430832617,1004
GI89KISIII9PUI4FQGN3URB,99994,2015-05-19,$7158.47,3540000430832638,1001
MT71GWAQ60294QUA8J9HPTK7HY49WHU,99997,2015-05-30,$2031.78,3540000430832651,1003
PS24TXUX7GVURIJESFNS2EGX4G6WB,99999,2015-01-21,$2196.37,3540000430832650,1002
LB193755UDBAOFKT04OVDJRMKHZG,99995,2015-03-31,$1340.40,3540000430832634,1005
MR6911475911253501966209468,99994,2015-03-31,$6865.27,3540000430832638,1002
FO7848337645619529,99998,2015-04-29,$8686.63,3540000430832620,1001
SI08544803626920607,99996,2015-02-12,$7719.96,3540000430832604,1002
VG81ANJY2988270930030430,100000,2015-05-01,$3545.40,3540000430832648,1001
DO59BUKL64522470087778745861,99995,2015-05-06,$5190.41,3540000430832612,1001
BG82XAPE519834XKOMOPQO,99995,2015-01-13,$6264.97,3540000430832647,1002
FR397191708090B2AAKNYKD8620,99995,2015-04-22,$8230.51,3540000430832614,1000
PK19UWKOM0KBHCGHE88CMEWG,99998,2015-03-20,$8821.85,3540000430832619,1005
FR838955715208CMVVG0PN6UQ74,99997,2015-04-29,$2151.01,3540000430832631,1004
FR224065058981V7LX2T2PFC049,100000,2015-03-31,$5895.38,3540000430832602,1002
PK08HMBAGALLL41JBXZZA8ZA,99999,2015-04-27,$5892.38,3540000430832616,1005
FR334206769196TB6GIBRKLUO36,99994,2015-05-04,$8717.69,3540000430832645,1002
GR801670134UU3MIKIODAX30XS0,99997,2015-04-05,$2449.17,3540000430832644,1004
AZ06YDHV93OJTXRXUDSSB5BVG73H,99996,2015-05-02,$1950.50,3540000430832638,1000
CH4457292N8ZQPZTNDUIZ,99997,2015-05-22,$1661.18,3540000430832643,1004
SA0373BWA3ZUITEGIWMNKFWM,99995,2015-04-15,$5054.71,3540000430832639,1005
DO32ZNOO65024026945532945310,99998,2015-05-20,$3363.35,3540000430832639,1001
SE3875936967175296420917,99993,2015-05-13,$2537.43,3540000430832602,1005
DE67277109294900194484,100000,2015-04-19,$6169.54,3540000430832656,1002
FR448961555019AIZKPDMIXFR17,100000,2015-03-26,$4902.14,3540000430832631,1002
IL959410233053297490722,99993,2015-05-17,$7285.52,3540000430832617,1002
SE8650591660273262120357,99998,2015-02-11,$2775.29,3540000430832626,1002
MK13734H9IXYBACC353,99996,2015-04-04,$8677.45,3540000430832648,1005
FR283551529011U69QZLP3KVV03,99997,2015-02-07,$1067.09,3540000430832659,1002
FR925850032703VWUA77IICQS87,99999,2015-05-19,$3667.99,3540000430832643,1001
ES3991130830667180334984,99999,2015-05-10,$5445.40,3540000430832658,1001
FR734097510098QQ10GTI0CCW09,99993,2015-04-30,$6816.22,3540000430832604,1005
ES6088782478246074925995,99994,2015-02-16,$7319.48,3540000430832620,1003
LV39CVZZNJNIQA6YQSSZ9,99999,2015-03-28,$562.40,3540000430832645,1005
FR0726472012711TES2KCONCZ78,99999,2015-03-26,$8510.92,3540000430832608,1000
IT45Z1876651002PO4G05624MP3,99995,2015-01-26,$7226.56,3540000430832654,1004
DO95Z6GG08495644679854648485,99996,2015-05-11,$2218.68,3540000430832606,1005
FR266177523634N0PKD0S0VIZ77,99996,2015-02-19,$7159.19,3540000430832636,1000
FR164855154204U46CAVTETWR90,99998,2015-01-10,$4708.19,3540000430832655,1003
LI95874772WQ06B5MPLOQ,99996,2015-03-02,$4009.28,3540000430832608,1003
LI1527049JZCY7I0CNUUB,99997,2015-01-21,$5055.20,3540000430832638,1000
FR7289679960178DW5EHQMMNN00,99997,2015-02-05,$2809.31,3540000430832622,1003
MT36XURK50143O5W53HISZGKFRHJWQU,99999,2015-02-22,$8165.71,3540000430832640,1002
MR4355603132009423451266514,100000,2015-03-24,$8177.52,3540000430832651,1002
MC7019292829266WMYQQJWBKO37,99998,2015-04-23,$7458.38,3540000430832625,1002
SK6065317408313999717835,99998,2015-01-26,$2569.96,3540000430832617,1000
AD0238837831MEN6AHB3C9KJ,99994,2015-05-18,$5286.35,3540000430832636,1005
KW38TIVOWAU5LFIHABDF5IAPLISAIE,99994,2015-04-03,$8607.72,3540000430832607,1004
IS247178940097158662472521,99998,2015-01-30,$7339.19,3540000430832642,1005
FR97127468120783BRSNZBKS696,99994,2015-04-04,$6833.28,3540000430832608,1003
EE112648298968480453,99999,2015-03-25,$4735.62,3540000430832611,1003
AZ48MYRQSTERDYKJT6R7WMDPDBBX,100000,2015-01-10,$1493.34,3540000430832612,1005
SK0925310635840104019416,99999,2015-02-15,$2059.27,3540000430832613,1002
PK52DDONE65TLRDPDFCCIWM3,99995,2015-02-13,$6478.01,3540000430832617,1005
FR442343630262MZM8P3N9NYB46,99998,2015-04-21,$3516.60,3540000430832656,1003
BA399264836142309740,99993,2015-05-18,$2783.34,3540000430832622,1000
AD0612564077WNABVBOI3DDI,99999,2015-02-09,$4114.04,3540000430832609,1000
NO5948169712523,99997,2015-04-27,$2101.54,3540000430832616,1001
AL0736931417IF43K9XQSLQGPOCB,99995,2015-01-27,$7847.48,3540000430832616,1005
SA1468BFOQCVC04Q8ACCDSPD,99999,2015-03-06,$1819.47,3540000430832605,1003
LV14WRTCVEWQALKQ4TGDD,99996,2015-04-03,$1465.24,3540000430832618,1001
SE7273441260696805940478,100000,2015-02-16,$4645.73,3540000430832656,1002
MT52LHXP26691NFGTPFKBKAN0PFCAPK,99994,2015-03-12,$6086.36,3540000430832645,1002
SM11L2731137952BKBODSRPFFAK,99995,2015-03-06,$948.07,3540000430832639,1002
CH7034990IRSNTYTHCVEY,99999,2015-02-10,$831.19,3540000430832618,1001
GI94NMIS47TK2EA6Z13MZVR,99995,2015-01-16,$8178.75,3540000430832644,1000
FR656487283921CGA8VL7RIJB14,99996,2015-02-02,$5363.88,3540000430832607,1005
SA5742UNPLYUOUPBDXRRUKF2,99999,2015-02-26,$3653.87,3540000430832616,1000
SA06438YBIMH0LSNB0DLHEFJ,99997,2015-01-08,$568.42,3540000430832638,1001
RS54216317736085960517,99999,2015-01-05,$3966.39,3540000430832643,1004
PK16OYGZZFRDLZMFXUCM3X8V,99994,2015-03-21,$8767.91,3540000430832650,1000
CZ9753464879346406827060,99999,2015-01-30,$4539.22,3540000430832643,1003
FR590086252683SKX7JLJ7WQO84,99997,2015-02-09,$2879.00,3540000430832612,1004
CH8564443T6YX0FAOBGPN,99999,2015-01-13,$2790.99,3540000430832656,1003
FO7542040719483938,99996,2015-01-28,$6840.14,3540000430832605,1001
FR776989028152QVY2TWVBRBJ16,99995,2015-01-28,$2193.82,3540000430832615,1000
FR6679469794293JEEMWJCNPE83,99997,2015-03-11,$7678.46,3540000430832615,1003
FR951418287839CCHQDLV42WJ08,99994,2015-01-17,$3222.00,3540000430832650,1003
LB448077FXM7OGUDKK1ECSWVSSRH,99996,2015-02-27,$4479.04,3540000430832605,1000
PK05CRGBE1QQUPTTBUNJLM78,99995,2015-01-14,$4272.03,3540000430832617,1003
GI53KZNSH7MGYCRV8JZ1QMA,99999,2015-01-20,$8062.02,3540000430832649,1001
AT506947583166946388,99996,2015-03-20,$1379.93,3540000430832623,1000
NO9775407298841,99994,2015-03-08,$7489.72,3540000430832627,1002
FR387508416719T4YH8O6VT7G05,99997,2015-01-22,$5231.38,3540000430832626,1005
IT88J9059715671WTCOFLE9DT5N,99993,2015-05-07,$1211.06,3540000430832611,1003
HU75236890977416192916500088,99999,2015-01-12,$3349.81,3540000430832646,1001
VG43JBQC4792503188853123,99995,2015-05-17,$6860.96,3540000430832636,1003
ES2144593504977660512343,99998,2015-03-20,$6863.92,3540000430832622,1001
FR361073141617CEE1D1VXT2L95,99994,2015-03-24,$7989.91,3540000430832613,1004
CR1597373048926341584,99997,2015-01-28,$8725.28,3540000430832636,1000
CZ7415697220700209275759,99997,2015-01-18,$3083.65,3540000430832646,1004
LU27463P2MFGTYM725I0,99995,2015-05-21,$1132.62,3540000430832601,1000
GE51XN4126401545485986,99993,2015-04-22,$8437.21,3540000430832659,1005
MT98TZUB76753GP78BJFT94KYI02IKM,99993,2015-05-21,$6674.91,3540000430832623,1001
DK1783264725976505,99999,2015-01-26,$8029.88,3540000430832645,1005
MC472665796449SNVBOCXPGSU80,99995,2015-03-10,$1605.00,3540000430832611,1001
CZ3712292940266171787344,99996,2015-02-28,$1656.70,3540000430832614,1001
BH15MZVDYJSJ5QO93DB8O9,99998,2015-03-18,$2533.38,3540000430832623,1002
FR180237767107JW7YJU7HOOC85,99997,2015-02-21,$8548.61,3540000430832633,1000
GL4633616386138794,99998,2015-03-18,$507.07,3540000430832645,1001
TR3006359SGIIAOWMTGXHLXAQC,99998,2015-04-12,$6422.31,3540000430832602,1005
RO28HAHKBSMQEADCRF7OW9YC,100000,2015-03-08,$4291.58,3540000430832632,1003
AL9283636138BHFNOS6DOYXJSBBL,99995,2015-02-15,$8404.69,3540000430832640,1001
FR368445430801YALDZ5CS4B848,99997,2015-04-20,$6234.53,3540000430832659,1000
FR364358136759J2XVCXVDCQZ37,100000,2015-03-16,$896.80,3540000430832635,1004
FR181937694226TI4CM6PCLI370,99993,2015-04-25,$4682.01,3540000430832604,1004
SI83483160136446403,99997,2015-04-17,$5080.21,3540000430832633,1000
MT86RYRS80760D2FTRFQ597TNDUJ3D0,100000,2015-01-04,$1938.96,3540000430832649,1002
LV60KKCGB3PQEYWU4A9GT,99995,2015-03-28,$5060.96,3540000430832622,1005
MK3183702QSOZIGLV44,99998,2015-03-27,$5376.16,3540000430832629,1002
LV53KAEA5ZLVMKUAMZOJP,99996,2015-01-31,$4676.23,3540000430832602,1000
FR100745277414JSPFXYV8OOO22,99994,2015-05-05,$8361.50,3540000430832610,1005
FR682235403802REBARLHSTGC47,99996,2015-03-25,$5017.47,3540000430832658,1005
AD5421225231RAVW6MBLCNX5,99995,2015-02-28,$6820.72,3540000430832634,1003
EE107540789785878868,99994,2015-05-12,$4202.15,3540000430832659,1005
MU22CEUP7484824342774464174HJU,99999,2015-02-23,$863.86,3540000430832619,1004
SI55249749813182458,100000,2015-05-15,$2656.33,3540000430832614,1004
CY6763428338WMJU1OCFMBXZBXJN,99995,2015-04-08,$1190.55,3540000430832652,1000
FR6313235321659ZA5N6YZWAJ10,99993,2015-04-22,$6809.14,3540000430832609,1005
SM31L8658125874FHS7TLDWAOKO,99998,2015-03-11,$4475.14,3540000430832644,1000
IS166644022365123826086344,99999,2015-04-20,$599.40,3540000430832659,1003
MD59MDPS0HYY37OWUWBUVDIN,99998,2015-03-27,$1828.45,3540000430832611,1005
NO7878339729269,99994,2015-04-18,$1345.39,3540000430832649,1004
BA564026284484899610,99998,2015-03-03,$6654.35,3540000430832630,1001
FR342406480407P0VVZJYIQ6R49,99995,2015-01-07,$764.15,3540000430832603,1001
EE616541244084567172,100000,2015-04-11,$8610.87,3540000430832638,1003
GI32TGTGVF3QHMHTXJVQIQR,99993,2015-04-20,$8338.23,3540000430832623,1000
SI04355021787341270,99993,2015-04-01,$2679.29,3540000430832650,1004
IL828461007383550494609,99995,2015-02-17,$2926.57,3540000430832658,1005
LI3726960VN2YNBPKAUIA,99996,2015-05-14,$3382.69,3540000430832626,1002
LU22813TOGHCPFWL2VF6,99997,2015-01-09,$7135.33,3540000430832613,1005
FR644880962034NTVSDVW6WMK79,99994,2015-01-07,$7316.33,3540000430832640,1001
RS33630592234811029410,100000,2015-03-02,$4267.90,3540000430832601,1001
PL39173527765771957178357028,99995,2015-02-17,$7894.54,3540000430832655,1000
HU87608981536727103957136702,100000,2015-04-15,$3315.97,3540000430832632,1000
LB491502CAH2JSEOTBIY8JPFCOSZ,99995,2015-04-22,$4868.49,3540000430832611,1002
IS023124911934199729071981,99995,2015-03-05,$774.49,3540000430832602,1002
AE209142733989903443775,99994,2015-04-20,$7652.65,3540000430832631,1004
BE65208526547433,100000,2015-03-20,$3525.22,3540000430832610,1002
BH45JXBVCSHOXKKUOL0OF3,99995,2015-03-08,$5466.70,3540000430832647,1005
LU17570VYLANKVJHSD3N,99997,2015-03-25,$8854.44,3540000430832644,1000
IS690173919581457395983002,99994,2015-03-29,$4715.75,3540000430832607,1004
AL2525410410NV3NBCHNMMATGFRB,99998,2015-01-25,$6057.10,3540000430832619,1002
LT972048973961703226,99996,2015-05-29,$7326.72,3540000430832608,1002
VG62TFDI8855689085643809,99997,2015-01-03,$620.68,3540000430832657,1001
BH53VBBYU16Z8BKJKBO4I6,100000,2015-02-06,$7213.07,3540000430832639,1002
LV93CDGGB5XQUV4HDJ07O,99993,2015-02-14,$8424.34,3540000430832636,1003
NL39TLNS9795370772,99997,2015-03-28,$7137.27,3540000430832654,1003
BH78SMQDHPNKHIECY8JXL2,99994,2015-02-05,$4935.54,3540000430832603,1001
FR631438747410302V7HSFJK792,100000,2015-03-04,$7892.71,3540000430832637,1003
IS393668958194040034433095,99998,2015-05-26,$4423.70,3540000430832601,1000
MT60QSTA54041BTDVRKYJAZEVEYEAGD,99996,2015-05-30,$544.03,3540000430832652,1004
BR7990448978862431121544749NK,99995,2015-04-13,$4940.01,3540000430832639,1002
AL4618152116IN4EU2GQFDDCL1NZ,99996,2015-03-05,$8074.81,3540000430832617,1000
MT92ECAQ96135KNTUM3MEK6BF2MORRZ,99997,2015-05-12,$2246.18,3540000430832613,1003
LT064732515799631835,99997,2015-04-19,$5183.60,3540000430832627,1003
MU18HCSO1538074230255346912GOS,99997,2015-04-06,$2743.33,3540000430832608,1000
CH8703285TMB4FPPO63CO,99997,2015-01-21,$586.37,3540000430832638,1004
NO5265717232354,99993,2015-03-07,$2037.48,3540000430832628,1003
CZ2842841725239523064477,99995,2015-05-25,$986.12,3540000430832602,1003
IL319547069294780400118,100000,2015-05-28,$6910.60,3540000430832601,1003
FR0523536562281DLFAJREPBS85,99995,2015-01-28,$869.76,3540000430832612,1003
PL14817095167596246858740176,99994,2015-02-05,$5235.51,3540000430832620,1001
IT51L9306055358LX1M7AVULJC8,100000,2015-04-28,$2317.47,3540000430832652,1000
FR726548780188URH2T9WK0EQ96,99997,2015-05-09,$3026.15,3540000430832606,1000
MC548073080779ZYERUAOTEGZ40,99996,2015-03-17,$4434.32,3540000430832609,1001
GE32RZ3870885642655122,100000,2015-03-02,$4792.47,3540000430832621,1005
TR1969823EMO5YPWKCOOXZN1UB,99994,2015-04-11,$1348.95,3540000430832643,1005
HR7319884941162133065,99999,2015-01-17,$5008.21,3540000430832602,1003
RO55URFDPI9NVVYFJXOEYMZI,99998,2015-03-12,$7344.62,3540000430832613,1003
KW42IGAXORPCSJ5ISEQNMITWFDV2WJ,99993,2015-05-24,$8051.76,3540000430832616,1002
MC4417670521399TLO3R1Z79V33,99999,2015-02-06,$5380.39,3540000430832614,1001
IE28SLPX84660975878602,100000,2015-05-03,$5329.54,3540000430832645,1000
LT167516702860655364,99997,2015-04-01,$3449.19,3540000430832655,1003
PK90FWALTQIS7H6A9ZI2WYKF,100000,2015-05-07,$5270.27,3540000430832612,1000
RO85HHQR9LYO9DA3QPONZBHP,99993,2015-05-22,$3790.26,3540000430832651,1000
CZ5290802492383301461597,99999,2015-05-25,$3929.74,3540000430832618,1000
MK42744L4HLDUIKUV44,99999,2015-04-15,$7850.49,3540000430832625,1002
AL7126529834HFGSHOTZWKO24PSR,99996,2015-02-28,$1980.59,3540000430832651,1004
MR1288002736607521386339179,99999,2015-03-29,$4569.99,3540000430832658,1001
HU07349332235104998674490493,99999,2015-04-23,$4116.21,3540000430832631,1004
PS75RUERP0AZKGFMCWKCH70ITNQMQ,99998,2015-05-15,$5141.42,3540000430832623,1000
FI4119688439648480,99994,2015-04-29,$1284.64,3540000430832627,1000
CZ4158848214448525799567,99993,2015-02-03,$2246.28,3540000430832636,1001
BE39133753717370,99993,2015-01-06,$6816.16,3540000430832614,1001
CZ2120795364767177322608,99997,2015-05-02,$4294.19,3540000430832616,1001
PS96PCOR2LMXNI47KJCWKXAN65DZV,99999,2015-03-28,$8812.78,3540000430832633,1001
KW75HVRHNHXSTM9ZJSUBD0WPNDJFWV,99994,2015-01-13,$6830.32,3540000430832603,1000
BG82TWDG776227UVVZ3XKV,99998,2015-05-10,$1207.57,3540000430832647,1003
MC827180110068TI6RLBA6BPW65,99998,2015-03-25,$7691.53,3540000430832657,1003
AD913071910705WJEGEAJX5Y,99998,2015-01-04,$1006.65,3540000430832602,1003
SM93W1931523144IKN9KDCSFKKN,99994,2015-03-20,$1403.44,3540000430832602,1003
ES0287518766516185957051,100000,2015-03-26,$3806.49,3540000430832612,1002
GL6493804656457117,99995,2015-04-05,$4759.51,3540000430832651,1005
BH57IOPQSBCCR7EKTCTTX7,99997,2015-05-04,$8330.05,3540000430832607,1000
MD46I3IF8SBHLD0RXVPOGG6S,99994,2015-05-27,$1199.37,3540000430832650,1003
FR648299709982XR0ZGDYOAW729,99993,2015-04-16,$3162.46,3540000430832618,1002
FR660635409307SXNEKBZORGA19,99998,2015-02-18,$5942.75,3540000430832655,1005
IE10AJUD26218095688504,99994,2015-03-11,$493.82,3540000430832654,1003
SM59G0347297739LTZZBL09JGP4,99997,2015-01-26,$1106.98,3540000430832622,1003
